transaction_id,customer_id,order_date,product_category,product_price,quantity,payment_method,country,discount_percent,shipping_days,customer_age,customer_gender,is_returned
T107912,C2010,27-09-2023,Sports,10127.9,2,Card,Ghana,1.56,2,60.0,Female,1
T107913,C1190,20-07-2022,Sports,427.45,3,Card,Nigeria,48.8,13,37.0,Female,1
T107914,C2728,2022/06/06,Home,322.98,1,Bank Transfer,Kenya,,2,38.0,Male,0
T107915,C1850,07-12-2023,Home,186.27,4,Bank Transfer,Nigeria,41.44,7,18.0,Female,1
T107916,C1818,2022/03/17,Sports,485.47,1,Bank Transfer,Nigeria,31.03,8,30.0,Male,1
T107917,C2426,2022/10/25,Home,189.13,2,Cash,Egypt,26.46,1,55.0,Male,0
T107918,C2770,2023/12/28,Home,278.85,1,Cash,Egypt,42.9,13,30.0,Female,0
T107919,C1193,2023/07/24,Home,10093.12,2,Mobile Money,Kenya ,43.79,10,120.0,Female,0
T107920,C1579,2022/11/22,Sports,258.26,5,Mobile Money,South Africa,48.16,1,43.0,Male,1
T107921,C2779,2022/11/11,Sports,180.41,5,Bank Transfer,Kenya ,11.41,14,36.0,Male,1
T107922,C2275,2023/10/25,Home,283.25,3,Bank Transfer,Nigeria,46.91,7,23.0,Female,0
T107923,C1501,2023/11/07,Sports,238.84,2,Mobile Money,Ghana,11.13,14,47.0,Female,0
T107924,C2196,2023/12/22,Sports,201.09,5,Cash,Nigeria,29.52,2,64.0,Male,1
T107925,C2842,2022/12/11,Electronics,309.13,1,Mobile Money,Kenya,30.52,10,21.0,Female,0
T107926,C1753,2023/06/17,Electronics,114.27,5,Mobile Money,Kenya,19.03,12,63.0,Male,0
T107927,C2740,2022/12/05,Home,365.03,1,Card,ethiopia,26.59,9,50.0,Female,0
T107928,C2128,2023/12/15,Sports,156.54,4,Card,Egypt,14.44,5,,Male,1
T107929,C1232,2023/12/21,Clothing,357.16,2,Card,NIGERIA,28.01,6,55.0,Male,1
T107930,C1389,2023/05/17,Clothing,448.95,2,Cash,Kenya ,9.57,8,22.0,Female,1
T107931,C1719,2023/03/20,Sports,19.64,-5,Card,Ethiopia,4.22,9,21.0,Female,1
T107932,C1067,2022/01/09,Home,5664.54,4,Bank Transfer,Ethiopia,11.6,14,47.0,Male,0
T107933,C2516,11-05-2023,Clothing,408.28,3,Mobile Money,S. Africa,1.68,4,38.0,Female,0
T107934,C2361,23-05-2022,Home,387.62,4,Bank Transfer,Kenya,38.17,5,35.0,Male,0
T107935,C1626,2022/09/22,Sports,368.72,5,Bank Transfer,S. Africa,28.62,10,39.0,Male,1
T107936,C2803,2023/07/15,Home,264.65,1,Card,Egypt,16.93,13,20.0,Male,0
T107937,C1258,2023/11/06,Sports,198.92,5,Bank Transfer,South Africa,0.55,13,31.0,Male,1
T107938,C1784,24-04-2022,Home,470.38,4,Card,Kenya ,44.05,4,26.0,Female,0
T107939,C2035,20-04-2022,Electronics,477.4,-3,Bank Transfer,Ethiopia,33.01,13,32.0,Female,0
T107940,C1125,2022/01/22,Home,179.44,4,Mobile Money,Kenya ,24.72,6,18.0,Female,0
T107941,C1500,2023/02/12,Electronics,123.82,1,Mobile Money,S. Africa,14.31,12,31.0,Male,1
T107942,C1337,2023/12/10,Clothing,36.97,4,Bank Transfer,Kenya ,,5,,Female,0
T107943,C2052,2023/11/28,Home,470.75,1,Cash,Ghana,49.27,7,65.0,Female,0
T107944,C2571,2023/03/06,Clothing,179.21,3,Card,NIGERIA,7.42,2,43.0,Female,0
T107945,C2939,2023/02/07,Home,262.1,5,Cash,NIGERIA,28.32,11,39.0,Female,0
T107946,C1626,2022/06/10,Sports,269.56,2,Card,NIGERIA,32.71,6,67.0,Male,1
T107947,C1830,20-11-2022,Clothing,93.28,4,Card,Kenya ,43.58,3,46.0,Male,0
T107948,C1036,05-10-2023,Electronics,264.83,2,Card,Kenya,33.83,1,67.0,Female,0
T107949,C2098,28-06-2022,Clothing,219.65,2,Cash,Kenya ,42.79,2,65.0,Male,0
T107950,C2360,17-10-2022,Home,328.28,5,Cash,Ghana,2.79,7,38.0,Female,0
T107951,C1432,2022/09/04,Electronics,482.94,2,Mobile Money,South Africa,26.34,12,43.0,Female,0
T107952,C2187,2022/11/26,Sports,66.0,2,Mobile Money,S. Africa,48.88,6,54.0,Female,1
T107953,C1467,2022/05/22,Electronics,238.17,5,Bank Transfer,Ghana,14.29,1,29.0,Female,0
T107954,C2168,14-10-2022,Electronics,473.44,3,Mobile Money,Egypt,29.25,5,60.0,Male,1
T107955,C1871,2023/09/03,Clothing,460.8,1,Cash,Ghana,46.26,2,34.0,Male,0
T107956,C2003,2022/02/15,Sports,391.67,5,Card,Egypt,42.19,2,33.0,Female,1
T107957,C1188,2023/04/10,Clothing,288.78,4,Mobile Money,NIGERIA,,6,50.0,Male,0
T107958,C1830,15-01-2022,Clothing,291.56,5,Cash,NIGERIA,38.47,9,,Male,0
T107959,C2586,2023/09/05,Clothing,273.77,3,Bank Transfer,NIGERIA,33.03,11,30.0,Male,1
T107960,C2744,2022/07/31,Electronics,316.2,1,Cash,NIGERIA,44.59,3,51.0,Male,0
T107961,C2064,2023/05/18,Home,12024.39,4,Card,NIGERIA,22.2,9,39.0,Male,0
T107962,C1123,02-03-2023,Electronics,324.37,4,Cash,Kenya ,48.53,1,44.0,Female,0
T107963,C1625,2023/09/15,Sports,252.95,1,,Kenya ,49.01,8,51.0,Female,0
T107964,C2682,26-12-2022,Sports,435.21,1,Card,Ethiopia,48.65,1,67.0,Female,1
T107965,C2683,05-09-2023,Electronics,146.71,3,Bank Transfer,Ghana,11.16,5,69.0,Male,0
T107966,C1444,2022/05/30,Sports,370.61,1,Mobile Money,Nigeria,3.65,11,39.0,Male,0
T107967,C1435,2023/07/01,Electronics,160.39,3,Card,S. Africa,31.57,9,5.0,Male,0
T107968,C2013,2023/04/10,Sports,159.58,3,Bank Transfer,Ghana,4.94,14,36.0,Female,0
T107969,C1766,2023/05/03,Sports,295.82,1,Mobile Money,S. Africa,35.16,6,25.0,Female,0
T107970,C1855,2022/03/20,Electronics,278.44,1,Cash,Kenya ,,1,30.0,Male,0
T107971,C1360,2023/01/11,Electronics,388.02,3,Card,NIGERIA,48.28,11,48.0,Male,1
T107972,C2979,2022/04/23,Electronics,8.57,5,Card,Egypt,34.44,4,57.0,Female,0
T107973,C1379,30-07-2022,Electronics,240.68,4,Bank Transfer,Kenya ,27.31,4,19.0,Male,0
T107974,C2350,17-12-2023,Sports,224.77,5,Card,South Africa,10.64,9,69.0,Male,1
T107975,C1850,17-07-2022,Electronics,63.83,2,Bank Transfer,Egypt,26.07,5,28.0,Male,0
T107976,C1261,26-02-2022,Electronics,261.12,1,Cash,Kenya ,,2,18.0,Male,1
T107977,C2190,04-05-2022,Clothing,258.52,1,Cash,Ghana,13.32,12,,Female,0
T107978,C1192,2023/07/01,Electronics,116.16,3,Mobile Money,Kenya ,45.11,7,28.0,Female,1
T107979,C2598,2022/01/24,Clothing,207.34,1,Cash,S. Africa,36.84,12,40.0,Female,0
T107980,C2513,03-10-2023,Electronics,155.1,1,Mobile Money,NIGERIA,47.37,3,68.0,Female,1
T107981,C1304,2023/01/05,Home,338.47,2,Cash,South Africa,31.5,13,120.0,Female,0
T107982,C1436,2022/12/04,Home,205.62,5,Bank Transfer,S. Africa,39.58,2,20.0,Male,1
T107983,C2334,2022/02/03,Home,214.63,5,Bank Transfer,Kenya ,,2,26.0,Male,1
T107984,C2888,2022/12/31,Sports,419.26,3,Mobile Money,Ghana,32.89,3,68.0,Female,0
T107985,C2219,2022/09/19,Sports,337.52,3,Mobile Money,S. Africa,42.34,4,59.0,Female,0
T107986,C2377,2023/12/12,Sports,49.85,1,Card,S. Africa,46.26,9,43.0,Male,1
T107987,C1202,02-05-2022,Clothing,305.07,5,Mobile Money,NIGERIA,32.69,9,,Male,1
T107988,C2344,2022/05/31,Clothing,58.45,1,Cash,S. Africa,,11,24.0,Male,0
T107989,C1715,02-11-2022,Clothing,99.29,5,Card,Kenya ,25.23,12,69.0,Female,1
T107990,C1284,26-08-2022,Clothing,338.5,1,Card,Nigeria,25.55,5,30.0,Female,1
T107991,C1973,2023/01/10,Sports,191.46,2,Mobile Money,Kenya,,9,35.0,Female,0
T107992,C1355,2023/10/25,Clothing,331.3,2,Mobile Money,Kenya,7.29,4,63.0,Female,0
T107993,C2903,09-04-2023,Sports,147.12,5,Mobile Money,NIGERIA,9.26,5,39.0,Male,0
T107994,C2235,2022/11/09,Sports,192.01,1,Card,ethiopia,48.81,9,21.0,Female,0
T107995,C2602,2022/11/21,Electronics,492.64,1,Card,Ghana,14.17,8,61.0,Male,1
T107996,C2501,2022/09/20,Clothing,411.5,-2,Cash,Nigeria,11.16,13,30.0,Female,0
T107997,C2027,01-06-2022,Electronics,153.16,4,Mobile Money,Ghana,36.02,13,70.0,Male,0
T107998,C2510,09-07-2023,Sports,436.22,-3,Bank Transfer,S. Africa,12.75,10,47.0,Female,1
T107999,C1384,03-07-2022,Home,270.23,4,Bank Transfer,South Africa,,11,52.0,Male,0
T108000,C2361,23-12-2023,Electronics,146.08,2,Mobile Money,Ethiopia,49.89,11,70.0,Female,1
T108001,C2485,2023/03/05,Home,17.92,1,Mobile Money,Kenya ,20.93,4,48.0,Female,1
T108002,C2404,13-12-2023,Home,467.35,5,Card,Kenya ,9.86,12,,Male,0
T108003,C2553,2022/06/14,Home,71.23,1,Card,ethiopia,1.41,13,56.0,Male,0
T108004,C1988,2023/04/13,Electronics,256.98,1,Cash,Ethiopia,6.61,11,44.0,Female,1
T108005,C2816,2022/09/09,Sports,140.13,4,Bank Transfer,South Africa,0.38,13,45.0,Female,0
T108006,C2748,2022/07/02,Sports,226.38,3,Bank Transfer,Ethiopia,5.71,13,48.0,Male,0
T108007,C1371,02-02-2023,Electronics,430.9,3,Mobile Money,Kenya,6.83,13,64.0,Female,1
T108008,C2795,13-06-2023,Sports,139.2,5,Bank Transfer,S. Africa,25.02,2,22.0,Male,0
T108009,C2019,2023/04/18,Home,58.4,3,Mobile Money,NIGERIA,33.1,1,23.0,Female,0
T108010,C1925,2023/07/20,Electronics,13.48,3,Mobile Money,ethiopia,27.59,10,29.0,Male,0
T108011,C1666,2022/03/21,Clothing,434.11,4,,Ghana,12.78,1,42.0,Female,0
T108012,C2646,31-05-2022,Sports,319.11,3,Bank Transfer,Kenya ,18.85,3,65.0,Male,0
T108013,C2166,22-09-2023,Home,156.73,3,Mobile Money,Nigeria,9.56,1,24.0,Male,0
T108014,C1245,23-04-2023,Clothing,351.77,1,Card,South Africa,1.06,7,,Male,1
T108015,C1082,09-02-2023,Electronics,44.74,5,Card,Ghana,3.37,1,43.0,Female,0
T108016,C2300,2023/11/24,Clothing,332.92,5,Card,Kenya,37.32,14,25.0,Female,0
T108017,C2785,21-09-2023,Clothing,467.01,3,Bank Transfer,Kenya ,28.02,4,63.0,Female,0
T108018,C2114,2023/12/31,Clothing,134.89,4,Bank Transfer,Ghana,12.31,9,54.0,Male,0
T108019,C1122,30-11-2023,Home,173.87,5,Mobile Money,Nigeria,35.78,1,54.0,Male,0
T108020,C1376,11-04-2022,Home,168.53,4,Bank Transfer,S. Africa,19.99,7,31.0,Male,0
T108021,C1381,2023/05/03,Clothing,287.06,3,Cash,Nigeria,11.45,13,22.0,Male,0
T108022,C2038,09-08-2022,Electronics,121.38,3,Card,Nigeria,23.63,12,52.0,Male,1
T108023,C1104,04-10-2023,Sports,68.89,4,,South Africa,45.86,14,55.0,Female,0
T108024,C2997,2023/04/05,Clothing,129.14,2,Cash,Ghana,8.09,14,5.0,Female,0
T108025,C1573,31-03-2023,Home,441.76,1,Cash,ethiopia,18.49,1,25.0,Male,0
T108026,C2847,2022/06/21,Clothing,321.82,5,Card,NIGERIA,47.89,8,49.0,Female,0
T108027,C2571,2022/03/21,Home,185.43,5,Cash,South Africa,,11,45.0,Male,0
T108028,C2398,29-03-2023,Home,267.02,5,Mobile Money,Ghana,31.38,12,18.0,Male,0
T108029,C2309,2023/07/23,Sports,449.09,2,Bank Transfer,South Africa,19.04,4,65.0,Male,1
T108030,C2241,2022/08/29,Clothing,257.87,1,Card,S. Africa,5.79,13,51.0,Female,1
T108031,C1733,07-08-2023,Home,69.43,3,Mobile Money,S. Africa,38.67,14,21.0,Female,0
T108032,C2627,2022/12/14,Electronics,292.45,1,Mobile Money,South Africa,33.19,3,32.0,Female,0
T108033,C1369,2023/03/25,Home,486.63,3,Mobile Money,Ethiopia,48.73,8,32.0,Female,1
T108034,C1397,2022/03/14,Sports,163.4,3,Card,Egypt,40.06,6,30.0,Female,0
T108035,C1201,2022/01/18,Electronics,10.37,3,Mobile Money,Nigeria,38.08,10,43.0,Male,0
T108036,C1278,2023/05/19,Home,453.77,2,,South Africa,29.79,1,60.0,Male,1
T108037,C1088,2022/10/29,Sports,367.92,5,Bank Transfer,S. Africa,,7,31.0,Female,0
T108038,C1085,25-09-2022,Sports,117.93,4,Mobile Money,Kenya,18.3,13,26.0,Male,1
T108039,C1474,2022/05/10,Home,290.47,1,Mobile Money,S. Africa,38.55,7,60.0,Male,1
T108040,C1456,2023/10/23,Electronics,8.03,5,Card,Kenya ,48.46,11,42.0,Female,0
T108041,C1206,02-10-2022,Home,340.95,2,Card,Kenya,41.72,2,23.0,Male,1
T108042,C1114,2022/01/29,Sports,347.29,1,Card,Egypt,3.99,14,52.0,Male,0
T108043,C1224,27-11-2023,Home,168.86,-5,Card,Ethiopia,8.51,1,42.0,Female,1
T108044,C2487,2023/08/11,Electronics,472.42,3,Cash,NIGERIA,37.0,8,40.0,Male,1
T108045,C2897,2023/10/23,Home,364.89,3,Card,NIGERIA,5.99,10,37.0,Female,1
T108046,C1141,13-10-2023,Home,446.46,-2,Card,ethiopia,31.52,9,32.0,Female,1
T108047,C2517,2023/10/14,Sports,277.67,4,Mobile Money,Egypt,23.51,8,,Male,1
T108048,C2585,2022/02/04,Home,34.07,3,Mobile Money,Egypt,29.24,12,18.0,Male,1
T108049,C1936,2023/12/19,Clothing,228.25,4,Cash,NIGERIA,11.35,2,40.0,Male,1
T108050,C1641,2023/09/19,Clothing,10.06,5,Bank Transfer,South Africa,31.12,12,50.0,Female,0
T108051,C1485,2022/12/12,Clothing,387.49,5,Bank Transfer,Ethiopia,,13,62.0,Male,1
T108052,C2988,17-01-2023,Clothing,255.97,3,Mobile Money,Egypt,25.73,4,26.0,Female,1
T108053,C1170,2022/03/17,Clothing,38.61,4,Mobile Money,Nigeria,33.06,11,63.0,Female,0
T108054,C1899,2023/12/07,Sports,436.23,1,Card,Egypt,7.43,10,56.0,Female,0
T108055,C1784,2023/10/05,Electronics,96.21,1,Mobile Money,Ghana,35.48,7,49.0,Female,1
T108056,C2791,04-12-2022,Clothing,6.57,4,Card,Nigeria,44.09,14,33.0,Female,1
T108057,C2531,2023/07/16,Electronics,320.08,1,Mobile Money,S. Africa,3.91,11,29.0,Female,1
T108058,C2623,2023/01/10,Sports,16.42,2,Cash,Ethiopia,7.8,8,39.0,Female,0
T108059,C1561,21-08-2022,Clothing,103.73,2,Bank Transfer,Kenya,34.84,9,20.0,Male,0
T108060,C1513,2022/11/06,Clothing,241.75,5,Card,Kenya ,32.03,7,63.0,Female,1
T108061,C1556,2023/12/15,Home,319.19,1,Bank Transfer,S. Africa,30.26,1,65.0,Male,0
T108062,C2184,2022/05/11,Electronics,115.9,-4,Cash,S. Africa,15.83,13,62.0,Female,0
T108063,C2494,2023/11/20,Sports,456.09,2,Card,NIGERIA,12.42,3,38.0,Female,0
T108064,C2109,02-04-2023,Sports,450.22,3,Bank Transfer,S. Africa,18.38,8,68.0,Female,0
T108065,C2851,2023/05/21,Home,347.9,3,Card,Nigeria,28.95,3,48.0,Female,1
T108066,C1264,2023/03/14,Electronics,138.42,5,Card,Ghana,28.02,4,35.0,Male,0
T108067,C2597,2023/06/06,Home,78.14,3,Card,ethiopia,45.5,3,36.0,Male,0
T108068,C2282,2022/09/10,Home,299.62,3,Bank Transfer,ethiopia,4.97,3,32.0,Female,0
T108069,C2596,2023/09/01,Clothing,294.87,2,,S. Africa,31.03,12,26.0,Female,1
T108070,C2857,2022/11/12,Sports,247.92,-2,Cash,South Africa,42.7,12,20.0,Female,0
T108071,C2050,2023/12/12,Sports,172.81,2,Bank Transfer,Egypt,22.45,13,19.0,Female,1
T108072,C2702,2023/02/13,Clothing,395.99,3,Cash,Kenya ,,5,55.0,Male,1
T108073,C2967,2022/05/28,Home,306.63,2,Card,Nigeria,31.53,6,63.0,Female,1
T108074,C2381,2022/09/27,Clothing,39.3,4,Card,ethiopia,21.38,3,35.0,Female,1
T108075,C1842,2023/04/28,Clothing,166.17,1,Cash,NIGERIA,42.62,7,,Female,0
T108076,C1886,2023/09/11,Sports,228.67,4,Cash,Egypt,1.82,1,68.0,Female,0
T108077,C1917,2022/03/30,Clothing,455.83,3,Cash,Ghana,30.01,6,27.0,Female,1
T108078,C1031,23-05-2023,Electronics,410.66,4,Cash,Kenya ,31.48,11,43.0,Male,1
T108079,C2042,09-10-2023,Home,39.97,1,Cash,Ethiopia,11.69,1,67.0,Male,1
T108080,C2007,2022/04/21,Home,220.98,4,Mobile Money,Nigeria,13.28,3,56.0,Female,1
T108081,C2978,09-10-2023,Home,138.54,4,Cash,Kenya,19.39,5,,Male,0
T108082,C2098,2022/01/13,Electronics,122.9,1,Mobile Money,ethiopia,8.52,13,42.0,Male,1
T108083,C2209,15-05-2023,Sports,370.54,3,Cash,ethiopia,8.01,2,38.0,Female,1
T108084,C1755,31-03-2022,Home,174.39,1,Card,Kenya,15.43,13,58.0,Male,0
T108085,C1928,2022/03/01,Clothing,137.91,2,Bank Transfer,Kenya ,47.97,12,70.0,Male,1
T108086,C1298,09-04-2022,Sports,158.24,5,Cash,S. Africa,22.07,9,69.0,Female,0
T108087,C1826,2022/09/01,Clothing,141.1,4,Cash,Kenya,31.21,14,49.0,Female,1
T108088,C1824,2022/11/27,Home,337.06,1,Card,Egypt,41.42,5,61.0,Female,1
T108089,C1585,2023/05/23,Sports,497.1,3,Card,Egypt,24.52,8,44.0,Female,0
T108090,C2221,2023/09/21,Clothing,175.65,3,Mobile Money,NIGERIA,2.35,1,37.0,Female,0
T108091,C1428,2022/03/01,Sports,94.27,-1,Cash,ethiopia,42.19,13,28.0,Male,0
T108092,C2070,2022/03/24,Home,218.92,1,Card,Ghana,2.02,3,44.0,Male,1
T108093,C1230,19-08-2023,Home,9798.35,2,Card,South Africa,39.86,4,53.0,Male,0
T108094,C1192,09-07-2023,Home,340.27,5,Card,NIGERIA,45.03,12,,Female,0
T108095,C1712,2022/03/08,Sports,307.89,5,Bank Transfer,South Africa,37.88,7,28.0,Female,1
T108096,C1822,19-10-2023,Sports,205.33,4,Mobile Money,Ethiopia,17.19,7,53.0,Male,0
T108097,C2854,2022/05/29,Clothing,345.73,4,Card,Kenya,1.25,1,29.0,Male,1
T108098,C1073,2022/09/12,Sports,494.37,5,Card,ethiopia,17.18,10,32.0,Female,1
T108099,C1040,05-11-2022,Electronics,87.64,1,Card,Nigeria,24.68,4,,Male,1
T108100,C2488,2023/02/04,Electronics,254.14,5,Cash,Kenya,38.86,10,120.0,Male,1
T108101,C1605,2022/04/14,Electronics,294.81,2,Bank Transfer,NIGERIA,24.06,9,31.0,Female,0
T108102,C1235,2022/05/16,Electronics,387.37,2,Mobile Money,Nigeria,48.88,9,31.0,Male,0
T108103,C2236,2023/12/20,Electronics,143.83,1,Cash,South Africa,37.51,12,37.0,Male,1
T108104,C1197,25-06-2022,Home,264.69,4,Mobile Money,Kenya ,40.75,6,52.0,Female,1
T108105,C1705,2023/04/06,Clothing,336.59,4,Mobile Money,NIGERIA,14.9,13,21.0,Female,1
T108106,C2056,13-09-2022,Electronics,111.95,1,Bank Transfer,Ghana,11.34,9,52.0,Male,0
T108107,C2791,2023/03/25,Home,45.2,1,Cash,Ethiopia,40.74,1,58.0,Female,1
T108108,C1366,08-02-2023,Clothing,389.57,5,Card,S. Africa,31.35,9,34.0,Male,0
T108109,C2923,17-04-2022,Electronics,294.61,3,Bank Transfer,Ghana,7.39,4,28.0,Male,1
T108110,C1540,17-10-2023,Clothing,206.66,1,Cash,Ethiopia,33.6,9,66.0,Female,0
T108111,C1547,2023/02/25,Clothing,463.28,3,Cash,Kenya,33.42,2,51.0,Male,0
T108112,C2158,2022/10/16,Home,269.98,5,Card,South Africa,32.46,8,61.0,Male,0
T108113,C2589,2022/06/09,Electronics,334.82,1,Mobile Money,ethiopia,27.67,9,47.0,Male,0
T108114,C2408,2022/06/12,Sports,196.11,5,Mobile Money,South Africa,25.42,9,19.0,Female,1
T108115,C1007,01-06-2022,Electronics,382.65,2,Card,Kenya ,1.98,1,62.0,Female,0
T108116,C2724,2022/03/30,Sports,488.83,1,Bank Transfer,Nigeria,34.81,2,33.0,Male,1
T108117,C2066,2022/06/07,Sports,457.38,2,Cash,NIGERIA,46.65,1,59.0,Male,0
T108118,C1403,19-10-2022,Electronics,377.81,4,Bank Transfer,ethiopia,18.34,10,28.0,Male,1
T108119,C1222,08-02-2022,Sports,441.9,4,Card,Nigeria,4.88,1,31.0,Female,0
T108120,C2476,2023/01/27,Home,422.59,4,Mobile Money,Ghana,33.6,2,54.0,Male,1
T108121,C1969,05-05-2022,Sports,332.37,3,Mobile Money,NIGERIA,,10,47.0,Female,1
T108122,C1516,2022/05/11,Clothing,263.69,3,Mobile Money,ethiopia,18.32,5,42.0,Female,1
T108123,C1296,2022/11/14,Electronics,90.06,5,Bank Transfer,Kenya ,37.01,9,39.0,Female,1
T108124,C2127,10-11-2022,Clothing,452.57,2,Mobile Money,Nigeria,11.74,9,68.0,Female,1
T108125,C1493,2023/04/22,Electronics,243.84,1,Cash,Ghana,33.99,5,67.0,Male,1
T108126,C1263,18-05-2023,Clothing,334.48,2,Bank Transfer,Egypt,17.64,13,64.0,Male,0
T108127,C1037,2023/08/24,Sports,440.97,1,Cash,Ghana,37.83,6,30.0,Female,0
T108128,C1080,07-03-2022,Clothing,391.9,5,Bank Transfer,Egypt,15.09,8,68.0,Male,1
T108129,C1819,2023/04/09,Clothing,103.63,3,Bank Transfer,South Africa,42.5,14,38.0,Female,1
T108130,C1273,2022/06/05,Electronics,296.63,1,Mobile Money,Egypt,10.78,10,,Male,0
T108131,C2366,18-03-2023,Electronics,120.5,1,Cash,Nigeria,10.3,10,45.0,Male,1
T108132,C1640,09-11-2023,Clothing,82.14,3,Cash,South Africa,5.65,7,34.0,Male,0
T108133,C2327,2022/08/06,Home,385.61,3,Mobile Money,Kenya,16.15,12,24.0,Male,1
T108134,C2816,2023/09/13,Electronics,239.17,-3,Cash,NIGERIA,3.07,3,44.0,Female,1
T108135,C2793,2023/12/15,Sports,302.84,1,Mobile Money,Kenya ,6.86,3,63.0,Female,1
T108136,C2315,2023/02/13,Electronics,95.97,4,Card,S. Africa,,11,50.0,Male,0
T108137,C2667,21-04-2023,Clothing,314.6,1,Cash,Nigeria,12.27,8,62.0,Male,1
T108138,C2091,2022/06/24,Electronics,244.71,4,Mobile Money,Kenya,5.78,10,46.0,Female,0
T108139,C2128,19-09-2022,Home,181.54,2,Card,Ethiopia,37.68,8,26.0,Male,1
T108140,C2059,02-03-2023,Home,177.5,1,Mobile Money,Kenya ,28.05,6,24.0,Female,1
T108141,C2664,2022/02/24,Sports,19061.97,2,Bank Transfer,Egypt,40.4,4,28.0,Female,0
T108142,C2717,2022/08/02,Sports,211.03,3,Bank Transfer,ethiopia,44.36,13,33.0,Male,0
T108143,C2178,15-03-2022,Clothing,52.92,3,Bank Transfer,Nigeria,22.64,7,42.0,Female,1
T108144,C1714,2022/04/29,Clothing,96.02,3,Bank Transfer,Ethiopia,27.83,11,32.0,Male,0
T108145,C1246,2023/06/09,Clothing,280.96,1,Bank Transfer,ethiopia,23.05,4,62.0,Female,0
T108146,C1113,2023/07/19,Home,477.43,4,Bank Transfer,Egypt,42.87,1,21.0,Male,0
T108147,C1649,2023/09/09,Home,22.66,4,Mobile Money,Egypt,0.09,5,61.0,Male,0
T108148,C1730,04-10-2023,Clothing,248.82,3,Mobile Money,Kenya ,43.48,5,44.0,Female,0
T108149,C1132,20-04-2022,Clothing,297.34,1,Cash,South Africa,1.01,8,,Female,1
T108150,C1848,2022/11/27,Home,178.97,2,Mobile Money,ethiopia,,13,19.0,Male,1
T108151,C1239,2022/11/06,Home,487.84,5,Card,Nigeria,43.38,12,69.0,Female,0
T108152,C2832,2023/02/20,Electronics,32.68,3,Bank Transfer,Kenya,3.99,8,68.0,Female,0
T108153,C1877,2022/05/18,Electronics,232.01,1,Card,South Africa,48.58,4,57.0,Female,0
T108154,C2553,2023/02/07,Clothing,431.11,4,Mobile Money,Nigeria,43.67,12,48.0,Female,1
T108155,C1724,2022/01/03,Home,355.97,2,Cash,Egypt,12.33,12,41.0,Male,1
T108156,C1163,15-01-2023,Electronics,426.44,5,Mobile Money,ethiopia,,7,66.0,Female,0
T108157,C2685,26-12-2023,Electronics,413.33,1,Cash,Ethiopia,49.8,5,37.0,Male,1
T108158,C1823,2023/05/27,Sports,158.63,3,Card,Kenya ,37.32,14,39.0,Female,1
T108159,C1898,2023/09/07,Electronics,196.16,4,Cash,Nigeria,39.67,3,39.0,Male,0
T108160,C1829,26-10-2023,Home,227.25,2,Bank Transfer,Kenya,4.5,7,22.0,Female,0
T108161,C1121,29-05-2023,Sports,172.46,5,Bank Transfer,Ethiopia,7.53,8,65.0,Female,0
T108162,C2624,2023/05/09,Sports,365.78,3,Bank Transfer,Egypt,35.19,2,70.0,Female,0
T108163,C2755,2022/01/11,Home,478.2,4,Cash,Kenya ,27.52,4,39.0,Male,1
T108164,C1285,2023/08/22,Electronics,483.62,3,Card,NIGERIA,,10,68.0,Male,0
T108165,C1613,2023/08/21,Clothing,97.5,4,Card,Ethiopia,29.2,5,26.0,Male,0
T108166,C2839,2023/02/15,Clothing,216.24,2,Cash,S. Africa,44.2,10,64.0,Male,0
T108167,C2741,2022/05/26,Home,54.54,2,Card,Nigeria,36.38,2,54.0,Male,0
T108168,C2789,2023/10/03,Sports,317.2,2,Cash,Kenya ,38.63,10,60.0,Female,0
T108169,C1285,2023/08/26,Electronics,272.42,4,Cash,NIGERIA,40.17,4,27.0,Female,1
T108170,C1832,2022/05/23,Sports,441.3,1,Mobile Money,Kenya,19.39,11,,Female,1
T108171,C2980,2023/05/08,Electronics,245.29,4,Card,S. Africa,45.85,9,28.0,Female,1
T108172,C2739,2022/04/10,Clothing,22.47,3,Bank Transfer,Kenya ,40.41,7,40.0,Male,1
T108173,C2674,2022/04/02,Electronics,366.49,3,Cash,South Africa,26.58,7,26.0,Female,0
T108174,C1390,2023/09/26,Home,97.19,5,Cash,Kenya ,6.58,4,56.0,Male,1
T108175,C2472,05-06-2023,Clothing,267.55,1,Card,South Africa,,6,54.0,Female,1
T108176,C2464,2022/11/29,Electronics,494.56,1,Mobile Money,Ethiopia,1.9,4,44.0,Male,0
T108177,C2315,2022/06/03,Sports,287.75,4,Cash,ethiopia,,9,33.0,Male,1
T108178,C1020,2023/09/12,Clothing,285.72,5,Mobile Money,S. Africa,38.16,2,55.0,Male,1
T108179,C1977,24-11-2023,Home,385.09,1,Card,ethiopia,25.3,8,60.0,Female,1
T108180,C2774,2022/01/10,Sports,375.86,3,Bank Transfer,Ghana,19.73,6,48.0,Male,1
T108181,C1418,2022/09/29,Home,347.5,1,,Egypt,29.93,2,47.0,Male,0
T108182,C2782,2023/07/27,Clothing,393.74,1,Bank Transfer,Ghana,21.84,14,59.0,Male,1
T108183,C2908,2023/01/04,Home,354.87,5,Card,Ghana,25.75,11,45.0,Female,0
T108184,C2027,2023/11/19,Sports,400.36,2,Mobile Money,Nigeria,42.76,4,30.0,Male,1
